_id,loan_id,customer_id,feedback_text,sentiment_score,language,timestamp,feedback_category,escalation_flag,escalation_reason,feedback_length
67aaf02afd431fecde4a1d3f,69,250,The interest rates are too high for my liking.,-0.75,en,2021-12-12T04:13:47,Interest Rates,False,None,46.0
67aaf02afd431fecde4a1d40,70,803,Customer service was helpful and responsive.,-1.0,en,2023-02-15T15:40:48,Customer Service,True,High Interest,44.0
67aaf02afd431fecde4a1d41,71,214,"There were delays in the approval process, causing inconvenience.",-0.9,es,2023-03-31T00:26:01,Approval Process,True,Unresponsive Service,65.0
67aaf02afd431fecde4a1d42,72,363,None,nan,None,None,None,None,None,nan
67aaf02afd431fecde4a1d43,73,299,I faced delays when reaching out to customer service.,-0.81,fr,2020-11-14T04:34:28,Customer Service,False,High Interest,53.0
67aaf02afd431fecde4a1d44,74,525,Customer service was helpful and responsive.,-0.98,de,2024-07-11T14:14:28,Customer Service,False,Unresponsive Service,44.0
67aaf02afd431fecde4a1d45,75,528,The interest rates are competitive compared to other banks.,-0.92,es,2024-08-11T10:50:33,Interest Rates,False,None,59.0
67aaf02afd431fecde4a1d46,76,36,The repayment terms are flexible and manageable.,-0.64,fr,2021-07-28T15:51:14,Repayment Terms,False,None,48.0
67aaf02afd431fecde4a1d47,77,98,I faced difficulties in understanding the repayment schedule.,-0.54,de,2024-07-10T21:12:20,Repayment Terms,True,Miscommunication,61.0
67aaf02afd431fecde4a1d48,78,101,The approval process was quick and hassle-free.,-0.59,es,2021-01-13T10:53:49,Approval Process,False,Delayed Approval,47.0
67aaf02afd431fecde4a1d49,79,563,The repayment terms were not clearly explained.,-0.81,fr,2020-09-06T15:02:16,Repayment Terms,True,None,47.0
67aaf02afd431fecde4a1d4a,80,102,The approval process was quick and hassle-free.,-0.75,fr,2022-05-16T12:54:44,Approval Process,True,High Interest,47.0
67aaf02afd431fecde4a1d4b,81,584,Customer service was helpful and responsive.,-0.63,es,2021-07-20T08:00:50,Customer Service,True,Miscommunication,44.0
67aaf02afd431fecde4a1d4c,82,399,The approval process was quick and hassle-free.,-0.51,fr,2024-04-02T13:29:43,Approval Process,True,High Interest,47.0
67aaf02afd431fecde4a1d4d,83,590,"There were delays in the approval process, causing inconvenience.",-0.85,de,2020-11-24T06:21:51,Approval Process,True,High Interest,65.0
67aaf02afd431fecde4a1d4e,84,219,"There were delays in the approval process, causing inconvenience.",-0.79,de,2023-10-03T05:05:00,Approval Process,True,Delayed Approval,65.0
67aaf02afd431fecde4a1d4f,85,699,I faced difficulties in understanding the repayment schedule.,-0.8,fr,2024-09-18T05:00:24,Repayment Terms,True,High Interest,61.0
67aaf02afd431fecde4a1d50,86,783,The repayment terms were not clearly explained.,-0.56,de,2021-02-19T14:00:30,Repayment Terms,True,High Interest,47.0
67aaf02afd431fecde4a1d51,87,234,The repayment terms were not clearly explained.,-0.76,es,2020-05-16T12:26:34,Repayment Terms,True,Delayed Approval,47.0
67aaf02afd431fecde4a1d52,88,611,The approval process was quick and hassle-free.,-0.51,fr,2021-11-23T11:34:07,Approval Process,True,None,47.0
67aaf02afd431fecde4a1d53,89,186,None,nan,None,None,None,None,None,nan
67aaf02afd431fecde4a1d54,90,458,None,nan,None,None,None,None,None,nan
67aaf02afd431fecde4a1d55,91,612,I faced difficulties in understanding the repayment schedule.,-0.61,es,2021-12-28T00:34:46,Repayment Terms,False,Unresponsive Service,61.0
67aaf02afd431fecde4a1d56,92,860,The repayment terms are flexible and manageable.,-0.56,de,2024-09-30T09:44:18,Repayment Terms,True,High Interest,48.0
67aaf02afd431fecde4a1d57,93,719,I faced delays when reaching out to customer service.,-0.77,es,2022-08-04T06:36:50,Customer Service,True,None,53.0
67aaf02afd431fecde4a1d58,94,918,The approval process was quick and hassle-free.,-0.79,en,2024-03-30T10:35:19,Approval Process,False,None,47.0
67aaf02afd431fecde4a1d59,95,611,Customer service was helpful and responsive.,-0.62,fr,2022-07-05T23:04:41,Customer Service,False,Miscommunication,44.0
67aaf02afd431fecde4a1d5a,96,957,None,nan,None,None,None,None,None,nan
67aaf02afd431fecde4a1d5b,97,27,The approval process was quick and hassle-free.,-0.91,es,2022-11-18T00:47:26,Approval Process,False,Miscommunication,47.0
67aaf02afd431fecde4a1d5c,98,674,"There were delays in the approval process, causing inconvenience.",-0.51,de,2020-08-31T11:17:06,Approval Process,True,None,65.0
67aaf02afd431fecde4a1d5d,99,229,I expected lower interest rates for long-term loans.,-0.52,de,2021-03-19T11:51:06,Interest Rates,True,Delayed Approval,52.0
67aaf02afd431fecde4a1d5e,100,912,Customer service was helpful and responsive.,-0.72,fr,2021-09-23T03:05:05,Customer Service,False,Unresponsive Service,44.0
67aaf02afd431fecde4a1d5f,101,751,The repayment terms were not clearly explained.,-0.87,fr,2024-06-22T05:16:44,Repayment Terms,False,None,47.0
67aaf02afd431fecde4a1d60,102,52,I expected lower interest rates for long-term loans.,-0.62,en,2021-08-16T21:53:29,Interest Rates,True,Delayed Approval,52.0
67aaf02afd431fecde4a1d61,103,868,The repayment terms are flexible and manageable.,-0.74,fr,2019-12-02T02:08:45,Repayment Terms,False,Delayed Approval,48.0
67aaf02afd431fecde4a1d62,104,571,None,nan,None,None,None,None,None,nan
67aaf02afd431fecde4a1d63,105,452,The interest rates are too high for my liking.,-0.67,de,2021-07-14T20:56:30,Interest Rates,False,Unresponsive Service,46.0
67aaf02afd431fecde4a1d64,106,226,The approval process was quick and hassle-free.,-0.59,es,2024-10-26T23:26:09,Approval Process,True,Delayed Approval,47.0
67aaf02afd431fecde4a1d65,107,69,The interest rates are competitive compared to other banks.,-0.76,en,2022-04-24T02:44:11,Interest Rates,True,Delayed Approval,59.0
67aaf02afd431fecde4a1d66,108,921,I expected lower interest rates for long-term loans.,-0.68,en,2022-11-05T21:14:30,Interest Rates,False,High Interest,52.0
67aaf02afd431fecde4a1d67,109,182,I faced delays when reaching out to customer service.,-0.66,en,2023-05-22T01:39:15,Customer Service,True,Unresponsive Service,53.0
67aaf02afd431fecde4a1d68,110,843,I had to submit multiple documents for approval. Could be improved.,-0.55,es,2022-11-24T11:33:19,Approval Process,False,Delayed Approval,67.0
67aaf02afd431fecde4a1d69,111,847,I faced delays when reaching out to customer service.,-0.88,fr,2024-04-03T20:42:53,Customer Service,True,Delayed Approval,53.0
67aaf02afd431fecde4a1d6a,112,246,I had to submit multiple documents for approval. Could be improved.,-0.52,fr,2024-04-11T16:04:01,Approval Process,False,Unresponsive Service,67.0
67aaf02afd431fecde4a1d6b,113,573,The interest rates are competitive compared to other banks.,-0.88,en,2020-09-10T03:44:49,Interest Rates,True,Delayed Approval,59.0
67aaf02afd431fecde4a1d6c,114,555,The repayment terms are flexible and manageable.,-0.92,de,2020-08-09T14:00:48,Repayment Terms,False,Miscommunication,48.0
67aaf02afd431fecde4a1d6d,115,213,"There were delays in the approval process, causing inconvenience.",-0.73,de,2023-01-16T10:57:30,Approval Process,False,High Interest,65.0
67aaf02afd431fecde4a1d6e,116,617,The interest rates are competitive compared to other banks.,-0.56,es,2023-12-20T01:14:46,Interest Rates,False,Unresponsive Service,59.0
67aaf02afd431fecde4a1d6f,117,858,The interest rates are competitive compared to other banks.,-0.87,fr,2020-07-27T20:22:42,Interest Rates,False,None,59.0
67aaf02afd431fecde4a1d70,118,449,Customer service was helpful and responsive.,-0.55,de,2022-11-22T02:54:06,Customer Service,True,Miscommunication,44.0
67aaf02afd431fecde4a1d71,119,684,"There were delays in the approval process, causing inconvenience.",-0.81,fr,2021-01-11T14:01:52,Approval Process,True,None,65.0
67aaf02afd431fecde4a1d72,120,214,I had to submit multiple documents for approval. Could be improved.,-0.57,es,2020-04-01T14:07:45,Approval Process,False,None,67.0
67aaf02afd431fecde4a1d73,121,665,I had to submit multiple documents for approval. Could be improved.,-0.96,es,2024-03-19T21:21:48,Approval Process,False,None,67.0
67aaf02afd431fecde4a1d74,122,197,The approval process was quick and hassle-free.,-0.91,en,2020-07-27T21:53:12,Approval Process,True,Delayed Approval,47.0
67aaf02afd431fecde4a1d75,123,87,The interest rates are too high for my liking.,-0.58,de,2020-08-01T14:56:54,Interest Rates,False,High Interest,46.0
67aaf02afd431fecde4a1d76,124,411,I faced difficulties in understanding the repayment schedule.,-0.74,de,2023-07-01T18:28:21,Repayment Terms,False,High Interest,61.0
67aaf02afd431fecde4a1d77,125,271,I faced delays when reaching out to customer service.,-0.59,de,2021-09-26T03:41:43,Customer Service,True,None,53.0
67aaf02afd431fecde4a1d78,126,635,Customer service was helpful and responsive.,-0.92,fr,2022-09-27T08:28:38,Customer Service,True,Miscommunication,44.0
67aaf02afd431fecde4a1d79,127,43,I expected lower interest rates for long-term loans.,-0.64,de,2023-04-22T20:11:33,Interest Rates,True,Miscommunication,52.0
67aaf02afd431fecde4a1d7a,128,871,The repayment terms are flexible and manageable.,-0.97,en,2019-12-08T05:36:42,Repayment Terms,True,High Interest,48.0
67aaf02afd431fecde4a1d7b,129,250,The approval process was quick and hassle-free.,-0.85,en,2021-02-07T06:45:33,Approval Process,True,Unresponsive Service,47.0
67aaf02afd431fecde4a1d7c,130,976,The interest rates are competitive compared to other banks.,-0.83,de,2023-04-15T18:31:57,Interest Rates,False,None,59.0
67aaf02afd431fecde4a1d7d,131,82,The interest rates are too high for my liking.,-0.53,fr,2021-02-23T03:05:00,Interest Rates,True,Delayed Approval,46.0
67aaf02afd431fecde4a1d7e,132,842,The repayment terms were not clearly explained.,-0.91,de,2022-06-11T20:01:20,Repayment Terms,True,High Interest,47.0
67aaf02afd431fecde4a1d7f,133,422,The repayment terms are flexible and manageable.,-0.84,de,2024-10-10T03:40:31,Repayment Terms,False,Unresponsive Service,48.0
67aaf02afd431fecde4a1d80,134,335,I had to submit multiple documents for approval. Could be improved.,-0.83,de,2024-07-23T17:44:31,Approval Process,True,Unresponsive Service,67.0
67aaf02afd431fecde4a1d81,135,676,The interest rates are competitive compared to other banks.,-0.51,en,2023-03-01T13:27:02,Interest Rates,True,Miscommunication,59.0
67aaf02afd431fecde4a1d82,136,379,Customer service was helpful and responsive.,-0.86,fr,2024-06-23T22:09:56,Customer Service,True,Miscommunication,44.0
67aaf02afd431fecde4a1d83,137,366,The repayment terms were not clearly explained.,-0.8,fr,2023-02-15T07:32:55,Repayment Terms,False,None,47.0
67aaf02afd431fecde4a1d84,138,920,I faced difficulties in understanding the repayment schedule.,-0.78,en,2022-12-24T06:19:40,Repayment Terms,False,Miscommunication,61.0
67aaf02afd431fecde4a1d85,139,321,I faced difficulties in understanding the repayment schedule.,-1.0,en,2020-11-10T15:20:56,Repayment Terms,True,High Interest,61.0
67aaf02afd431fecde4a1d86,140,427,The repayment terms are flexible and manageable.,-0.52,de,2023-04-20T20:34:06,Repayment Terms,True,None,48.0
67aaf02afd431fecde4a1d87,141,495,The approval process was quick and hassle-free.,-0.71,en,2020-11-18T05:00:34,Approval Process,False,None,47.0
67aaf02afd431fecde4a1d88,142,967,I had to submit multiple documents for approval. Could be improved.,-0.97,de,2022-04-07T11:33:58,Approval Process,False,Unresponsive Service,67.0
67aaf02afd431fecde4a1d89,143,967,The approval process was quick and hassle-free.,-0.56,es,2023-05-22T10:21:48,Approval Process,False,None,47.0
67aaf02afd431fecde4a1d8a,144,769,I faced difficulties in understanding the repayment schedule.,-0.8,de,2022-11-03T03:13:16,Repayment Terms,True,None,61.0
67aaf02afd431fecde4a1d8b,145,2,I had to submit multiple documents for approval. Could be improved.,-0.72,en,2021-12-19T22:25:26,Approval Process,True,Delayed Approval,67.0
67aaf02afd431fecde4a1d8c,146,745,I faced delays when reaching out to customer service.,-0.73,en,2020-04-26T09:55:17,Customer Service,True,None,53.0
67aaf02afd431fecde4a1d8d,147,37,The repayment terms were not clearly explained.,-0.71,fr,2024-01-31T08:42:03,Repayment Terms,False,High Interest,47.0
67aaf02afd431fecde4a1d8e,148,630,The interest rates are competitive compared to other banks.,-0.67,fr,2024-03-27T00:48:44,Interest Rates,False,Unresponsive Service,59.0
67aaf02afd431fecde4a1d8f,149,694,I faced difficulties in understanding the repayment schedule.,-0.73,es,2021-10-03T13:18:45,Repayment Terms,True,None,61.0
67aaf02afd431fecde4a1d90,150,865,The approval process was quick and hassle-free.,-0.97,es,2024-04-21T09:52:19,Approval Process,True,None,47.0
67aaf02afd431fecde4a1d91,151,38,The repayment terms were not clearly explained.,-0.95,de,2020-07-31T21:47:02,Repayment Terms,False,Miscommunication,47.0
67aaf02afd431fecde4a1d92,152,234,None,nan,None,None,None,None,None,nan
67aaf02afd431fecde4a1d93,153,683,The repayment terms were not clearly explained.,-0.91,en,2021-03-04T07:43:09,Repayment Terms,False,Unresponsive Service,47.0
67aaf02afd431fecde4a1d94,154,643,I faced delays when reaching out to customer service.,-0.76,es,2022-01-30T03:57:50,Customer Service,True,High Interest,53.0
67aaf02afd431fecde4a1d95,155,287,The approval process was quick and hassle-free.,-0.85,fr,2022-08-13T04:37:08,Approval Process,True,Unresponsive Service,47.0
67aaf02afd431fecde4a1d96,156,152,I faced difficulties in understanding the repayment schedule.,-0.85,en,2021-02-16T03:18:50,Repayment Terms,True,Unresponsive Service,61.0
67aaf02afd431fecde4a1d97,157,426,Customer service did not address my concerns effectively.,-0.6,de,2023-07-01T11:49:25,Customer Service,False,Miscommunication,57.0
67aaf02afd431fecde4a1d98,158,146,The repayment terms were not clearly explained.,-0.87,en,2022-03-23T11:28:29,Repayment Terms,True,Unresponsive Service,47.0
67aaf02afd431fecde4a1d99,159,691,I faced difficulties in understanding the repayment schedule.,-0.76,en,2022-01-05T04:47:25,Repayment Terms,True,Miscommunication,61.0
67aaf02afd431fecde4a1d9a,160,361,Customer service was helpful and responsive.,-0.73,de,2021-10-19T21:33:36,Customer Service,True,Unresponsive Service,44.0
67aaf02afd431fecde4a1d9b,161,879,The interest rates are too high for my liking.,-0.72,en,2021-05-28T23:59:01,Interest Rates,False,None,46.0
67aaf02afd431fecde4a1d9c,162,977,I faced difficulties in understanding the repayment schedule.,-0.54,es,2021-05-01T12:59:01,Repayment Terms,False,Delayed Approval,61.0
67aaf02afd431fecde4a1d9d,163,160,Customer service did not address my concerns effectively.,-0.56,fr,2022-01-28T08:00:21,Customer Service,False,None,57.0
67aaf02afd431fecde4a1d9e,164,751,I faced delays when reaching out to customer service.,-0.72,fr,2023-04-18T11:33:24,Customer Service,True,None,53.0
67aaf02afd431fecde4a1d9f,165,117,The approval process was quick and hassle-free.,-0.65,es,2021-08-26T11:50:01,Approval Process,True,Miscommunication,47.0
67aaf02afd431fecde4a1da0,166,5,The approval process was quick and hassle-free.,-0.73,es,2024-06-04T10:02:36,Approval Process,False,Unresponsive Service,47.0
67aaf02afd431fecde4a1da1,167,924,The interest rates are competitive compared to other banks.,-0.75,fr,2020-03-02T16:07:49,Interest Rates,True,Delayed Approval,59.0
67aaf02afd431fecde4a1da2,168,728,I faced delays when reaching out to customer service.,-0.59,de,2022-11-01T23:53:57,Customer Service,True,High Interest,53.0
67aaf02afd431fecde4a1da3,169,800,I faced delays when reaching out to customer service.,-0.9,es,2023-01-23T13:00:23,Customer Service,True,Delayed Approval,53.0
67aaf02afd431fecde4a1da4,170,81,The interest rates are competitive compared to other banks.,-0.72,fr,2024-11-04T07:48:41,Interest Rates,True,None,59.0
67aaf02afd431fecde4a1da5,171,140,Customer service did not address my concerns effectively.,-0.84,de,2024-09-28T17:38:51,Customer Service,True,Miscommunication,57.0
67aaf02afd431fecde4a1da6,172,729,The repayment terms are flexible and manageable.,-0.57,es,2020-10-11T12:30:00,Repayment Terms,False,Unresponsive Service,48.0
67aaf02afd431fecde4a1da7,173,876,The repayment terms are flexible and manageable.,-0.67,de,2023-11-30T17:33:15,Repayment Terms,False,None,48.0
67aaf02afd431fecde4a1da8,174,220,The repayment terms were not clearly explained.,-0.59,fr,2020-11-13T16:52:11,Repayment Terms,True,None,47.0
67aaf02afd431fecde4a1da9,175,162,I expected lower interest rates for long-term loans.,-1.0,fr,2021-08-11T18:48:53,Interest Rates,True,High Interest,52.0
67aaf02afd431fecde4a1daa,176,985,Customer service was helpful and responsive.,-0.71,de,2021-10-15T08:23:27,Customer Service,False,Unresponsive Service,44.0
67aaf02afd431fecde4a1dab,177,967,The approval process was quick and hassle-free.,-0.6,fr,2022-09-25T12:43:37,Approval Process,True,None,47.0
67aaf02afd431fecde4a1dac,178,717,The approval process was quick and hassle-free.,-0.9,fr,2023-09-23T17:32:45,Approval Process,True,High Interest,47.0
67aaf02afd431fecde4a1dad,179,662,The repayment terms are flexible and manageable.,-0.8,en,2022-09-30T07:34:42,Repayment Terms,False,High Interest,48.0
67aaf02afd431fecde4a1dae,180,471,The interest rates are competitive compared to other banks.,-0.58,de,2019-12-29T16:19:58,Interest Rates,False,Delayed Approval,59.0
67aaf02afd431fecde4a1daf,181,662,I faced delays when reaching out to customer service.,-0.61,fr,2023-12-21T09:03:07,Customer Service,True,Unresponsive Service,53.0
67aaf02afd431fecde4a1db0,182,418,The repayment terms are flexible and manageable.,-0.77,de,2023-07-07T16:50:23,Repayment Terms,True,Miscommunication,48.0
67aaf02afd431fecde4a1db1,183,285,None,nan,None,None,None,None,None,nan
67aaf02afd431fecde4a1db2,184,944,I had to submit multiple documents for approval. Could be improved.,-0.71,en,2020-07-10T04:44:03,Approval Process,True,Unresponsive Service,67.0
67aaf02afd431fecde4a1db3,185,853,The interest rates are competitive compared to other banks.,-0.83,fr,2023-11-09T12:49:47,Interest Rates,True,Delayed Approval,59.0
67aaf02afd431fecde4a1db4,186,94,The interest rates are too high for my liking.,-0.6,en,2020-01-12T15:57:05,Interest Rates,False,High Interest,46.0
